text,label
这个世界，满口仁义道德,1
没东西播要不播一下熊出没不更好吗？这也有脸播出来？以后未婚先孕的会更多，这是支持别人去当小三的好政策啊,1
比起评论区所谓的纵容小三，更多的是给予孩子的生活保障！国家看的比你更有格局，更高的站位！你就学着点吧！,1
完蛋了，小三会越来越多，私生子会越来越多,1
可以提高生育数量，但是不用降低道德底线吧，动物都分血统，人却可以随便乱生孩子,1
整这个事儿，是给小三立牌坊，牛啊，真高,1
小三扶正了！,1
二奶，小三可以光明正大的生了,1
没底线没道德，老祖中的脸都给你们这些后人丢尽了,1
不知道这是宣扬的什么，是人性的泯灭，还是道德的沦丧,1
助长小三的发展,1
道德沦丧，以后背锅侠更多，然后婚姻更加艰难，已经预料到不婚主义的扩张。难道不是恶上加恶，恶性循环吗？,1
道德的沦丧，价值观的扭曲,1
道德沦丧，先从湖南开始,1
有钱就能养小三，小四，甚至更多，,1
这是支持小三吗？,1
以后小三小四小五满天飞,1
道德沦陷，有无风险,1
以后更乱了，一堆私生子,1
有钱人的私生子有保障了,1
以后结婚证没事什么意义了。小三，小四，小五……,1
小三，小四，小五……这里是富人的天堂,1
道德彻底沦丧,1
小三的福音,1
这是默许男人有三妻四妾啊？那么王小二小三小四摸鱼敲得多多多响,1
真是没有道德底线,1
啊不是，评论区里怎么都想着小三的事儿，未婚女性也有生育需求的呀，人家也是交了社保的呀…非得是小三才是单身生育吗,1
道德沦丧,1
看过一部电影还是电视，忘了，一个男的小三是自己失散多年的女儿，当时真是三观都碎了,1
道德沦丧，价值扭曲。,1
富人可以肆无忌惮，屌丝做接盘侠。道德底线冲击三观，未来已看不见未来。,1
这代表什么？道德的沦丧还是？,1
也就是鼓励小三，私生子呗,1
小三、保姆光明正大,1
为什么都在说小三，还有另外一种大龄单身女性群体啊感情受过伤害，对男人或者婚姻不抱有幻想，想趁着身体条件还允许，做单身试管生个孩子，经济条件还可以，也不需要靠男人，自己抚养孩子，孩子也可以跟自己姓，不行吗,1
为了生育率、为了繁殖、为了凑人数，已经没有道德底线了,1
为了人口增长   以后 小三可以名正言顺上岗,1
以后的小三都可以名正言顺了,1
为了要一堆韭菜和廉价劳动力，没有道德底线了,1
道德伦理的退步,1
为了利益，道德底线都不要,1
一个没有诚信和道德底线的～～～～,1
世界乱套了。。。。。。。砍树都要证明，种树就不要，荒唐。。。。。三观都没了,1
你们怎么知道没有领结婚证就一定会是小三啦，都是在胡咒吧，别说这个年代了，早些年代的人不照样是捧子成婚的女人多的是丫。只是同居未结婚而已,1
道德败坏的第一步,1
小三可以名正言顺的生小宝宝了,1
呵呵，以后的孩子都是小三小四小五小六了，真不知道以后的路还能走的有多偏离正轨，哎,1
人口不够，小三来凑,1
怎么说呢，我闺蜜一直排斥结婚，但并不排斥生娃，经济上也比较忧虑。如果完善这个问题，那会有更多的人选择生育呀！为什么那么多人会往小三问题上拉扯,1
道德底线都没有了。,1
毫无道德底线,1
简直是道德沦丧,1
这是宣传道德败坏吗？,1
这是鼓励啥了  道德呢  廉耻呢,1
这是鼓励不婚女性生育，难道不婚女生都是为了当小三吗？,1
毫无底线，这是变相让有钱人找十个八个小三养 让穷人找不到女人,1
生下来的不就是别人的私生子吗？道德沦丧,1
支持有钱有势在婚姻外育子，道德伦理丧失,1
只要不是（小三）破坏别人婚姻生的孩子我觉得没问题，现在越来越多的女性选择去医院做胚胎移植（不婚）,1
国家为了增加出生率，已经放的太开了，以后私生子是不是会有很多,1
如果形成这种习惯将打破一夫一妻制，三妻四妾明目张胆，小三不再忌讳，小七（妻）闪亮登场。,1
万一以后小三的孩子要继承原配资产咋办，继承的时候去做亲子鉴定，法院肯定要判一半给小三的孩子啊,1
挑战道德底线！结婚可耻吗？,1
想要孩子不想结婚可以去做试管婴儿，请写清楚孩子的来历，而不是让大家猜忌。除了试管婴儿得来的孩子多少也是对孩子的不负责，也是对道德的沦丧。,1
记得一位专家说过，婚姻权与生育权是分开的。而且如果买了社保那享受生育津贴，不是很正常的事情吗？,1
果然开始了，后面各种私生子都将所谓的合法化,1
评论区的大神们。嘴下留德。人口在减少。单身的女性越来越多。为什么呢。国家不鼓励生人口会跟俄罗斯一样急剧下降。生孩子不是道德沦丧也可以人工授精。用捐精者的。,1
不一定是小三哦，现在有很多女性医学生育，自己养孩子不靠任何男人,1
有钱人可以光明正大养小三了，还可以小四，小五，小六,1
这是推崇小三吗,1
这是人性的丧失还是道德的沦丧？,1
是道德的沦丧还是人性的扭曲？,1
这不是在提倡小三可以放心大胆的生吗？有钱的人可以有无数的儿女，没钱的依然打光棍,1
有的女人真的是双标.一边说不需要男人婚姻只想去父留子.国家出了这个政策又恶心说小三也可以明目张胆生孩子了那结婚干什么没本事的人才指望用一个破结婚证留住一个不爱她的人.保住一个莫须有的身份,1
好可怕！！！！说明小三生孩子已经得到保护了,1
道德的沦丧    人性的纽曲    开始了,1
道德的沦丧    人性的纽曲    开始了,1
是道德的沦丧还是人性的扭曲,1
所以，万一是私生子的话，这个孩子后续可以继承父亲的财产吗？万一父亲不知道他的存在呢？,1
道德沦丧的齿轮已经开始启动了,1
道德的沦丧还是人性的扭曲,1
私生子满地跑的时代要来了，有钱人的福利。,1
如果是独生女不想结婚，但想为自己家族传宗接代，去医院正规渠道进行捐精，生育的孩子，没问题，我个人支持！但如果是小三的孩子，他有什么资格？甚至于拥有继承父亲家业的能力。父亲如果犯了错误，婚生子女影响考公，反倒是小三的孩子不受影响，这样不支持,1
只要不是小三，自己生自己养，支持！,1
这是道德倒退挑战国人底线事！,1
道德底线都没了，还有希望吗,1
乱套了和畜牲🈶何区别,1
虽然比小三好太多！可是如果很多人选择未婚生育，下一代有没有可能是同父异母！父亲是同一人或者是近亲,1
宁愿降低道德底线也不愿意改善条件,1
没救了，因为道德底线都被打破了,1
道德彻底沦丧,1
道德沦丧,1
这是鼓励小三生孩子,1
道德沦丧，扰乱社会秩序，破坏社会，破坏家庭关系。,1
现在不用什么道德底线了，也把民政局取消吧,1
变相支持小三了,1
这是鼓励小三有收入了？,1
富人可以养很多小三生娃，穷人却娶不上媳妇,1
难道没有结婚证就是小三了吗？你们在道德绑架什么？,1
小三这下可以光明正大了，合法了，道德底线又被刷新啦，啧啧啧…,1
艹，宣传啥，以后小三更猖狂,1
这种毁三观的事情有什么值得宣传的？提倡小三上位？,1
小三不用转正就可以拿钱了,1
思想肮脏的人看什么事情都会肮脏，什么小三不小三，没有结婚生孩子有啥问题？沒婚出生的孩子就不是人？都没有自己的权利？,1
毫无底线，如果这样，小三不就遍地开花？,1
这个会让有能力养小三，四，五的高兴,1
未婚不一定是小三啊，有很多不是去国外医院做手术怀的嘛，喷小三就好了嘛,1
这样确实激发了小三上位啊,1
为什么现在越来越多的女生不愿意结婚了呢？为什么上来就说人家是小三？女人有能力自己生自己养多香啊,1
宣传没有道德底线？还是鼓励没有道德廉耻！,1
领导的私生子而已,1
鼓励发展小三，小四，产业链。,1
说白了就是私生子,1
道德的沦丧还是圣母泛滥,1
道德沦丧 无耻至极,1
这又是哪个专家的推行政策真行,1
呵呵呵呵意思小三，小4小，五小，六小七，小八，生了都给补贴呗。,1
这是不需要道德了吗,1
小三努力加油！！没名份又如何？？名份算个啥,1
对穷人狠，对富人当舔狗，无道德无底线,1
以后小三随便生,1
道德的沦丧，有什么可传的。,1
还有道德底线吗，,1
富人的私生子,1
专家和退休的大妈闲得很！让它们再生育最好！,1
现在这么搞，不是助长小三小四吗,1
如果是真的的话，大家都不要论小三不小三的了，国家只是对女人生孩子不易的角度去关照。,1
为什么这么多说她是小三的，难道不能是自己想要孩子，做的试管吗,1
以后小三会越来越多,1
这是中国的道德论丧,1
毫无道德底线，这也值得宣传,1
荒唐之极，道德沦丧！,1
没有法律约束，没有道德约束，小三小四可放心生了,1
鼓励小三生孩子,1
只要不是小三，未婚妈妈都可以接受,1
鼓励小三生孩子,1
鼓励小三生，,1
道德沦丧，价值扭曲,1
不道德,1
五千年的文明啊！！！有没有道德底线了呀？？,1
这次放的真是开。。。。这是人性的扭曲，道德的沦丧！,1
这是在扶正小三吗,1
没有道德可言了 不尊重女性的表现,1
道德和伦理的丧失,1
有钱有势的人，方便养小三生私生子，在如此高的物价，下一个，未婚妈妈怎么保证一儿女的质量，小孩的幸福从哪来？小孩的物质保障从哪来？人无耻则无敌,1
传承下来的伦理道德都快丢干净了,1
有钱人该多养私生子，穷人就算了吧,1
这是支持小三？,1
道德底线都没有，还谈什么文明,1
道德在一点一点的滑坡,1
小三生的吧…这么猖狂！！！,1
现在要的是人要毛道德呢。,1
以后小三会越来越多,1
只要人口，不要道德,1
一点伦理道德情操都没了,1
道德廉耻都不要了。,1
私生子合法化,1
说道德绑架的，多少都是男人，吃不到葡萄说葡萄酸吧,1
福利来了，以后都可以小三小四了,1
可耻，没有道德底线,1
应该的是解决年青人的后顾之忧，激发年青人的生育欲望，而不是胡搞。,1
印度：道德是什么东西，我只要人口,1
有没有可能这种是精子库做的试管婴儿，不是什么小三小四小五生的孩子。，现在女性越来越独立了，有时间有金钱，自己出钱想要个属于自己的跟自己姓的孩子有什么错?,1
道德沦丧,1
没有道德底线了,1
有钱的多找点随便生，到处都是你的私生子，乾隆一样,1
道德的沦丧,1
以后全是私生子,1
评论区让我大开眼界，不去骂男人不负责任，不去说男人普遍道德低下，小三骂的飞起，还说剥夺没钱女性想生孩子的权利，因为父亲可以不用负责，什么脑回路，没钱生个锤子，不就是想生个孩子安安稳稳靠孩子让男人养一辈子，结果半路杀出个可以不结婚生孩子拿抚养费,1
为什么评论区这么多骂的也没说是小三啊,1
政策开放😛正常享受社保待遇，评论区怎么就开始脑补人家是小三了？,1
道德的沦丧？,1
道德沦丧,1
道德底线没有了,1
是道德的沦丧还是人性的缺失,1
以后有钱有小三小四小五小六生孩子，没钱的直接歇菜,1
不要道德底线了吗,1
恐怕以后到处都是私生子 私生女,1
别到时近亲婚姻更多，社会上会多出很多智力或者其他缺陷的孩子，不是什么好事情，为了增长人口现在不择手段了，道德沦丧。,1
毫无底线，道德沦丧,1
助长道德败坏，。,1
道德沦丧,1
道德沦丧,1
提倡私生子,1
我们还有道德吗？,1
这样以后小三更多，不信走着瞧,1
以后小三名正言顺了，都不用结婚咯,1
反正人啊怎么做都有人诋毁，三观，道德绑架，自己都过的一地鸡毛，天天闲的管这管那，做好自己就行,1
只要能生，毫无底线，道德沦丧,1
以后小三生小孩也是合法了,1
道德沦丧,1
又是哪个二代的私生子，道德底线在哪里,1
为了让人们生孩子，连道德底线都没有了，,1
毫无道德底线，无耻！,1
都到没有道德底线了 造孽啊,1
估计以后都是小三在生小孩吧,1
为了增加人口，小三都冠冕堂皇了,1
没有道德底线,1
毫无道德底线礼义廉耻,1
小三的福利时代,1
未婚不一定是小三啊,1
没有结婚证的估计也有一些是同性恋，她们自己花钱做的人工授精，这类人给生育津贴我不反对。可是不代表小三都给啊,1
不一定是小三，但是什么原因变成未婚妈妈应了解一下吧，领补贴不用提供合法证明吗？,1
没落的道德！光鲜体面！,1
挑战社会道德底线,1
宣传的目的就是多生私生子,1
我去，结婚的都没有。又是哪家老爷的私生子,1
给大人物生的私生子当然可以拉,1
感觉有点违背道德了,1
只要不是当小三生的小孩都值得支持与尊重。,1
鼓励人民做没道德底线,1
光考虑女性权利，不考虑道德沦丧了么？,1
为啥下边这么多人说不好呢，一个人决定自己的决定，有不违法违道德，人家有钱买个高质量精子自己生自己养咋就不行了啊,1
没有道德底线了,1
可以理解为鼓励生私生子吗？道德沦丧！,1
鼓励当小三的吗,1
小三以后更多了！,1
道德沦丧至如此，差不多好灭了,1
更多的小三，由此诞生。,1
这是宣传当小三小四小五,1
礼义廉耻都没有唉道德底线都没有我好像看到头了,1
给小三小四生孩子提供便利，恶心婚姻里原配，狗屁规定，还好意思宣传,1
道德没底线了。,1
有钱有势，小三小四,1
如果不是小三，支持。,1
这是想表达什么意思，道德不要了吗,1
为了追求你们想要的的东西，连最起码的道德都沦陷了，这样的地方还能谈什么价值，谈什么人生观！,1
道德沦丧，五千年的文化传统美德要丢了,1
伦理道德的沦丧,1
道德沦丧，还是人性扭曲,1
道德沦丧，三观全毁,1
以后小三越来越多了,1
这个是不是为小三小四，小五小六，服务,1
道德伦丧，人性的扭曲,1
不是吧？她也没说是小三，全在怪她？没见一个说男的播种的？说是维护婚内女，婚内男是一点不管哈？,1
标志着私生子泛滥时代的开始,1
道德沦丧,1
坚决打击，不然就是鼓励小三,1
还有道德吗？还要道德吗,1
小三的光明,1
母以子贵，小三合法了,1
这是道德的沦丧还是人伦的扭曲？,1
还有什么伦理道德,1
支持小三生子，谋夺原配财产,1
小三合法了呗,1
问题不大，道德也可以服务于政治，更何况明朝以前也比较开放，就当他是半个文艺复兴吧，况且奉子成婚这种事也可以少点，也有借口不用负责了,1
道德都不要了没有韭菜,1
私生子合法化，哪天还要来分家产,1
为什么未婚妈妈一定是小三？脑子只有小三才能生小孩？？？？有些人能不能留些口德。,1
是鼓励小三，小四吗，,1
呵呵，真特么服了，道德一点点的沦丧,1
有钱的男人可以无限包养小三小四小五了,1
我一直很好奇为啥这种个人选择的问题总会有人对人家的选择指指点点。还自诩道德，真正地道德不是应该不要对人家的私事指指点点嘛,1
道德败坏以后可以光明正大的当情人,1
这是什么值得推荐的事么？为了人口放低道德底线？,1
这难道不是小三和私生子？,1
我笑了，这下小三随便生,1
这个规定出了不就是为了让小三生孩子吗,1
道德底线是没法支撑,1
小三已合法，女孩子们更恐婚,1
无意冒犯 这是鼓励小三生育吗？,1
纵容胡搞乱搞,1
以后会有更多的小三,1
小三都可以转正了,1
以后满马路都是猖狂的小三和私生子，道德底线何在？,1
还有道德吗,1
无道德底线,1
三，小三，妈的,1
你还有伦理道德吗？你是准备提倡这个吗？,1
道德的沦丧，还有礼义廉耻吗？,1
这下好了，小三都排成了一个团,1
假设啊，如果女方几年后领着孩子去男方那要财产要抚养费该怎么算。听说私生子都有继承权,1
小三可以合法了,1
以后这孩子算私生子还是什么？可以继承男方的遗产吗？,1
骂人妈妈的快住嘴，女人凭什么要背负伦理道德，可耻的是那些不负责人的男人才是该背伦理道德，我对未婚妈妈点赞,1
道德沦丧，价值扭曲，,1
无道德，无底线,1
道德败坏,1
道德的沦丧    人性的纽曲    开始了,1
道德已经沦丧了,1
打破伦理道德底线,1
道德的沦陷，,1
小三吧,1
对于不想结婚但想要孩子的女生来说是好事，生了好好养育就好，国家现在也是为了人口什么都行了，这种比小三的孩子有继承权好，最起码不破坏别人家庭是自己愿意生养才要的，生下来好好养育就行,1
已经没有道德底线了,1
违背了传统家庭责任和道德底线，不知道还能做出…,1
这是国家给那些不想结婚的女孩实行的优惠政策，不是当小三，是去做试管婴儿,1
道德沦丧啊,1
道德沦丧。,1
毫无道德底线,1
没有信仰就开始了道德沦丧,1
就是小三都可以名正言顺生孩子了！,1
道德的沦丧,1
无耻至极，为了生育连最基本的道德都没了,1
除了对小三和破坏别人家庭的是道德三观不正外，这个政策还是不错,1
什么叫首个啊？请问私生子女都在有准生证和结婚证的情况下才出生的？,1
只要不是小三生的，没破坏别人家庭，我觉得都可以被社会接受，生育率不应该严重下降！,1
这是在宣传不道德,1
小三合法拉,1
简直就是道德沦丧,1
小三即将名顺言顺,1
以后小三更多了,1
无所不用其极，为了生孩子在道德边缘疯狂试探，不对，已经没道德了,1
不道德说是非！但可以建议取消结婚证了！,1
支持的，但是前提是是小三的孩子，其继承权，只能继承夫妻共同财产父亲的那部分，且需要与婚内生子的小孩平分。,1
道德沦丧,1
道德底线无下限啊,1
人性丢失，道德沦丧,1
为了孩子无道德底线,1
没有道德底线，年轻人会认清现实的,1
官媒毫无道德底线 宣传不正思想价值观,1
是道德伦陷   还是人性的扭曲,1
道德沦丧,1
小三的时代正式来临,1
怎么评论都是往小三这个方向的，我去年怀孕本来不想扯结婚证（就是不想以后万一离婚如果怎么样扯麻纱，然后自身条件虽然普通但比我老公稍好）碍于我爸妈传统硬是跟着我们在生产前约半个月扯的证，对于有些不想受制于男方的独立女性来讲，领不领到津贴无所谓，关键是小孩能拿到出生证明并上自己家户口很重要,1
怎么说呢，如果是正常不婚做试管的能理解，只要养育得好，比婚生子好。也同意评论区的小三论，真的会被有心人打着这条律法的名号做不要脸的事,1
几千年的道德，终于沦陷了,1
这是社会的进步！是对那些想要孩子而没有婚姻女性的保护！大家需要多多包容需要深刻的理解。不要总是往小三小四头上套。至于孩子成长过程的许多问题，是孩子母亲及其家族考虑的事情。,1
这就是道德的沦丧,1
道德，三观呢，为什么提倡这种三观不正的观念,1
能不能框一下规则跟保险一样，孩子必须是不违反社会道德所生，被抛弃未婚女子可零用补贴。特殊情况下特殊对待,1
小三天下,1
道德沦丧什么玩意儿？,1
有悖伦理道德,1
说明小三可以上位了 名正言顺,1
降低道德底线，必定大乱,1
小三可以正大光明的生呗，反正国家支持,1
干什么事都走向两个极端，不是灭绝人性就是道德仑丧,1
私生子合法起来，结个屁婚,1
丧失道德底线，为了人口，没有下限,1
未婚妈妈也不都是小三啊。,1
小三儿合法,1
嗨，人性的扭曲还是道德沦丧！,1
道德没有底线了,1
文明国家，，道德，人性,1
还讲不讲公序良俗？道德廉耻？,1
道德沦陷了,1
小三福利政策,1
这下好了，包养小三可以减轻负担了,1
这不知道又是哪个专家出的馊主意。,1
伦理道德还有用么,1
私生子合法化，乱了乱了,1
这是人性的泯灭，道德的沦丧,1
是人性的扭曲还是道德的沦丧,1
说白了都是负担，没有道德底线，对女性不公平,1
道德的沦丧。,1
以后小三多得很,1
小三养的孩子教育出来的娃能为社会做贡献！？,1
道德的下限还能再放宽点吗？？？屮,1
这又是给小三的一大福利呀,1
鼓励当小三吗？,1
道德的沦丧,1
走一起去拼个 小三、情人,1
这个不就是鼓励给那些有钱或者有钱的人养小三，,1
道德已无下限,1
宣传不仁伦，不道德！,1
这不就是给某些人谋私生子的福利嘛。,1
道德败坏,1
道德败坏。,1
小三收益了,1
这是道德沦丧，口子一开后患无穷。,1
无耻到这种地步，道德沦丧,1
到底是道德的沦丧，还是人性的扭曲,1
这是道德的沦丧，还是人性的扭曲,1
评论区有什么误解吗？不婚主义者，单亲妈妈多了去了！也不乏事业有成，经济独立的🚺女性，单身生娃有错吗？只要不是道德沦丧破坏他人家庭的女人，有什么不可以？！不要用狭隘的眼光看待世界！更不要用你认为的认知去评价她人！,1
总算可以光明正大的搞小三了,1
宁愿有钱人纳妾，这种没有父亲的迟早要乱套。,1
真的没有道德了,1
没有道德底线,1
可以放心养小三,1
结婚了有准生证的领不到。没结婚没准生证就能领，什么意思啊？？？这是专门给小三的福利吗,1
道德的沦丧,1
评论区都是一些看不惯自己老公的女人吐苦水，长点脑子也知道这是保护你们还是保护私生子的。哈哈哈，这个脑子还吐槽这吐槽那的，什么都看不转,1
也是一种社会无道德底线的标志,1
道德沦丧,1
这是好听的说法，本意是国家支持小三 ，帮养小三也可以生孩子,1
毫无道德底线！,1
还有道德吗？？,1
当小三光荣当小三有补贴。,1
人口减少了，这是吧增加人口的希望寄托到小三们身上了,1
主打一个多孕多生，乱套一生,1
道德沦丧,1
小三说的清新脱俗,1
这样小三放心大胆的生,1
是道德的沦丧吗？,1
不结婚就生孩子有什么值得宣传的？不是小三的话，在没有能力的时候有孩子，生而不养才是无辜的孩子最大的悲哀！,1
为了增加人口，道德底线都不讲了,1
小三在线笑弯腰,1
这对于想去父留子或者买精怀孕的有钱单身女性是很好的政策啊，现在很多有钱女孩不想要老公，只想有自己的孩子还跟自己姓啊，为什么一看到这种，你们第一反应非要是小三小四小五呢，太狭隘了吧....,1
到底是人性的扭曲，还是道德的伦桑,1
如果是小三，为了增加人口这样的风气真的没有下限,1
以后的孩子找对象标准：要求不是私生子,1
绝大多数都是小三，别扯精子库了，婚都不想结的人有几个愿意精子库生孩子的,1
这下子可真要乱套了！,1
连最起码的道德伦理都不要了,1
小三小四小五……有钱人可以私下组建后宫了,1
道德败坏完了,1
究竟是人性的扭曲，还是道德的沦丧,1
小三也可以是单身妈妈，评论女的这么友好吗,1
是是是，女人不是给男人当原配就是当小三，总之都得以男性为中心，不能有主体性去生育一个孩子。,1
道德人伦呢 没有底线了？,1
如果不是什么小三的话，在刑罚泛滥的年代，只可能是为了保护后代吧,1
传统道德的沦丧啊。,1
道德沦忙！古时候已经捉去浸猪笼了,1
不知道孩子的爸爸是谁，这也好意思曝光，叫这小三怎么活,1
也没有说这个单亲妈妈是小三阿。评论区某些人在想啥阿。,1
不要鼓励这种不道德的行为，作风不正，容易带坏风气！！,1
只要不是破坏别人家庭的小三，我都会祝福你和宝宝健康快乐！,1
小三真光荣,1
就是小三都可以上户口了,1
为了生育率，礼义廉耻都不要了！世风日下！这是对婚姻的侮辱！这是纵容小三生子，抢夺原配和孩子的家产！,1
爸爸是谁呢？  不结婚生娃儿！以后不是更多未成年   有钱人的情人  小三 生娃儿 私生子才多  哈哈哈哈哈,1
为了催生，道德三观都不要了,1
非婚生子以后的伦理问题会很多，也是对婚生子的不公！更是对社会道德观的巨大冲击！,1
这种事值得宣传吗？这当地是道德的沦丧还是人性的扭曲？,1
最怕的是遍地私生子女，然后近亲结婚，再然后生下弱智的一代,1
孩子爹都不知道是谁 油饼吧这也宣传 我觉得出生率挺高的道德都不要了,1
没有准生证可以，但没有结婚证是不是有点乱套了！,1
小三们冲呀🦆🦆🦆🦆,1
以后满大街都是小三的孩子素质堪忧,1
道德沦丧,1
这是告诉外面小三小妾以后生了孩子还可以领钱？,1
这是推进小三的诞生,1
是未婚妈妈还是小三？,1
法律是允许的道德理理念里 大家怎么看 ？,1
以后她爹娶了她，以后她哥娶了她，以后她弟娶了她，好乱，哈哈哈，伦理呢？道德呢？是不是以后两个人交往提前做个DNA，以免爱上不该爱的人，最后发现竟然跟自己有血缘关系，你们还敢么？,1
道德的沦丧还是人性的扭曲,1
小三小四会更加疯狂增长,1
以后都别结婚别生孩子了，一点保障都没有，乱套了。,1
究竟是道德的沦丧，还是人性的扭曲？,1
道德沦丧,1
乱套、道德已经没有底线了,1
是道德的沦丧，还是人性的泯灭,1
以后女的都不结婚就不存在小三了,1
提到未婚就等同于小三，提到非婚生子女就＝私生子，这合逻辑么,1
道德的沦丧！！！！！,1
这是鼓励小三们生私生子？,1
道德沦丧了,1
道德败坏,1
私生子或者父亲都不知道是谁，今后不用结婚，直接找10个女朋友生孩子，还住一起，不扯结婚证就行，,1
小三终于可以翻身了,1
道德底线已突破了，,1
以后私生子遍地走，说不定哪天就来个分家产的！男的钱多不结婚，女的有补助，有想法的不管男女都可以行动了！,1
这是对婚姻的亵渎，那以后会不会有很多兄妹，姐弟结婚，简直乱套了，到时候人囗是多了，智力有问题的孩子是不是更多？,1
如果真的这样搞，那男的跟前任女生分手了（不论什么原因的分手）女的恋爱脑离开以后怀孕了又生下来了，男的从头到尾都不知情，最后又重新谈了一个女生结婚了。结婚以后这个前女友又带着孩子找过来说我给你生了个孩子，你不可以对我们不管不顾，我还是很爱你的之类的。而且男的还不能不管还得付抚养费，如果对前任在有点感情说不定两个人就搞上了，真的稍微想一想都头皮发麻最可怜的就是原配什么都不知道的就被迫当了后妈，最后还让别人觉得是不是小三上位。真是离婚的话顶个离异，人家还觉得你咋了！不离婚就跟吃了苍蝇一样恶心。这个世界只有原配受伤的世界达成！那还结锤子婚,1
可是万一小三生了孩子也是未婚 补贴也拿到了 最后还可以继承主家财产 那请问 婚姻这种条例在保护谁？ (别喷我 喷就是你对),1
这是要鼓励私生子啊，这要是值得提倡的话那一二十年后近亲结婚的几率也会增大不少啊！,1
这有道德？有廉耻？,1
乱套了吧，酒吧喝点酒随便玩，还可以生小孩,1
没结婚，没有证生小孩，还有理了，还被树立成榜样了，道德沦丧,1
这是在鼓励没有道德的事情可以随便儿干。,1
没有了道德底线,1
这是公开鼓励小三生子吗（没有说视频里未婚妈妈的意思，没有结婚证准生证的大多数绝对是小三不要杠）,1
这以后不乱套了？到处是小三，有钱的到处是孩子，没钱的更找不到老婆了。以后结婚会不会害怕有血缘关系的？？？？,1
这就是为什么世界就这么多灾难，因为没有羞耻道德伦理了,1
道德底线在哪里？,1
天天让老百姓讲道德，讲仁义，这是谁先不讲道德的？,1
以后小三会越来越多，因为只要钱到位给谁生不是生呢,1
这算什么？道德伦理都不要了，为了生育率,1
生孩子是每个女性权利，只要不破坏别人家庭当小三，就单纯想做个妈妈，可以支持！毕竟现在渣男不少，没媳妇时候拼命想娶，娶了媳妇又各种挑剔，如果不是为了孩子，相信一半女人都不想坚持下去。,1
只要能生出孩子，已经没有道德底线了,1
这跟道德底线有什么关联呢？孩子的出生是在父母手里还是在国家手里？,1
道德沦丧,1
现在连满口连道德都没有了,1
我得让我表妹去报，那孩子适合啊，张嘴就撒谎，从不说真话，不但没有道德，而且没有底线,1
这种未婚妈妈大部分都是小三小四，真的是无底线的道德沦丧,1
不是 这并不是完全意义上的去父生子，而是想要小三转正的,1
这个时候我想知道提出取消婚姻的专家在哪,1
提高生育率不应该降低道德标准,1
😳多好，混血女儿，不用受婚姻的苦，以后遇到喜欢的就谈谈恋爱，没有婚姻的束缚，不用受道德良心的谴责，,1
不挺好的吗 不想结婚 就像想有孩子 又不是私生子 我女儿也是这样的,1
直接说就是当了小三生了孩子人家不要了呗！,1
乱了全乱了，没有道德底线了,1
啥叫非婚生育呢？没结婚就生孩子无非当小三或者男的不负责，个人觉得前者别较多吧。自己选择别怪别的。,1
主要是给小三一个保障,1
允许私生子出生，就是对孩子的不负责任,1
结婚证的作用就是绑架有道德的人，没道德的，结婚证对他来说只是一张纸而已…,1
私生子多起来了!还合法  你说气不气人,1
用道德底线去增加红利真的有趣,1
前夫和小三应该也快生了吧,1
只要不是三儿生的私生子，其他都可以接受,1
无语有些女人活该私生子女不道德,1
"自己决定生的，干嘛最后道德绑架孩子爸
而且还是个外国人，感觉会更冷血",1
只歧视当三生下私生子的母子（女）,1
"这就叫“自作自受”。
当小三那一天，就应该知道这样的下场。",1
都是为了有钱有势的人服务，穷人哪里来的私生子。。,1
俺们这说这种就是被人抛弃的小三啊，,1
能找一个小三的案例吗？我们都很乐意分享...！,1
本来就是不道德的，还想怎样,1
自己选的，要是小三,1
乱套了,1
自己没有道德底线，不自重。啥都别抱怨。,1
一般只有小三才干这事吧,1
找专家啊！父亲一栏写专家，靠谱,1
那专家呢，让他解释一下政策,1
政策开放了，小三的孩子可以继承家产了，会有更多的女性没结婚生孩子了,1
打开了小三的大门，因为都是有钱人定的,1
如果是小三的就是自己犯贱，没有什么值得可怜的,1
这是在鼓励包小三吗,1
别再各种道德绑架女性了，找找造成女性对婚姻失望的原因，好吗？,1
这怪谁，自己道德缺失还有理了？,1
所以不要听信专家的建议，非婚生育，大致也是这样的青况，既然选择自己生，那就要自己养，又想自己非婚生，有想要别人养，又想不被束缚，又想要关心，那别人男的又图什么,1
往往私生子更能得到父亲的疼爱！因为得不到的永远在骚动,1
这个情况小三占绝大多数,1
这种还好，我是认识一个人，她是小三，也和那个男的生了一个女儿，因为没有办法领证，父亲那行也是空缺,1
道德一旦沦丧，后果不堪设想,1
这时侯所谓专家上哪去了？建议女孩子不要盲目生娃，要学会疼自己！,1
都为了一时自己的快乐，无法给孩子圆满的家庭是对孩子最大的不负责，这样条件孩子很容易心里偏激，甚至心理问题严重。对于道德毫无底线，对于孩子也只能永远的伤害。,1
专家说了随便生,1
没关系，专家去,1
如果男人连自己的后代否不承认…何为男人？这是社会的道德败坏…,1
道德底线下降一下，国家还是支持的，这不实际行动来了,1
小三就恶心了,1
如果是小三  那不是活该么,1
不是小三小四，自己生自己养也行，就怕奸生子分财产，还有不要一个人偷偷生下来，孩子大了又说要带去找生父,1
去父留子的不差钱，也不需要父亲支持，当小三的，我只能说，活该！,1
